model,qid,language,n_candidates,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5
qwen3-1.7b,2274,Python3,5,0,0,0,0,0
qwen3-1.7b,2274,Rust,5,0,0,0,0,0
qwen3-1.7b,2275,C,5,1,1,1,1,1
qwen3-1.7b,2275,C#,5,0,0,0,0,0
qwen3-1.7b,2275,C++,5,0,0,0,0,0
qwen3-1.7b,2275,Golang,5,1,1,1,1,1
qwen3-1.7b,2275,Java,5,0,0,0,0,0
qwen3-1.7b,2275,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2275,Python3,5,1,1,1,1,1
qwen3-1.7b,2275,Rust,5,1,1,1,1,1
qwen3-1.7b,2276,C,5,0,0,0,0,0
qwen3-1.7b,2276,C#,5,0,0,0,0,0
qwen3-1.7b,2276,C++,5,0,0,0,0,0
qwen3-1.7b,2276,Golang,5,0,0,0,0,0
qwen3-1.7b,2276,Java,5,0,0,0,0,0
qwen3-1.7b,2276,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2276,Python3,5,0,0,0,0,0
qwen3-1.7b,2276,Rust,5,0,0,0,0,0
qwen3-1.7b,2278,C,5,0,1,1,1,1
qwen3-1.7b,2278,C#,5,0,0,0,0,0
qwen3-1.7b,2278,C++,5,0,0,0,0,0
qwen3-1.7b,2278,Golang,5,0,0,0,0,0
qwen3-1.7b,2278,Java,5,1,1,1,1,1
qwen3-1.7b,2278,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2278,Python3,5,0,0,0,0,0
qwen3-1.7b,2278,Rust,5,0,0,0,0,0
qwen3-1.7b,228,C,5,0,0,0,0,0
qwen3-1.7b,228,C#,5,0,0,0,0,0
qwen3-1.7b,228,C++,5,0,0,0,0,0
qwen3-1.7b,228,Golang,5,0,0,0,0,0
qwen3-1.7b,228,Java,5,1,1,1,1,1
qwen3-1.7b,228,JavaScript,5,0,0,0,0,0
qwen3-1.7b,228,Python3,5,1,1,1,1,1
qwen3-1.7b,228,Rust,5,0,0,0,0,0
qwen3-1.7b,2283,C,5,0,0,0,0,0
qwen3-1.7b,2283,C#,5,0,0,0,0,0
qwen3-1.7b,2283,C++,5,0,0,0,0,0
qwen3-1.7b,2283,Golang,5,0,0,0,0,0
qwen3-1.7b,2283,Java,5,1,1,1,1,1
qwen3-1.7b,2283,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2283,Python3,5,1,1,1,1,1
qwen3-1.7b,2283,Rust,5,0,0,0,0,0
qwen3-1.7b,2286,C,5,0,0,0,0,0
qwen3-1.7b,2286,C#,5,0,0,0,0,0
qwen3-1.7b,2286,C++,5,0,0,0,0,0
qwen3-1.7b,2286,Golang,5,0,0,0,0,0
qwen3-1.7b,2286,Java,5,0,0,0,0,0
qwen3-1.7b,2286,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2286,Python3,5,0,0,0,0,0
qwen3-1.7b,2286,Rust,5,0,0,0,0,0
qwen3-1.7b,2287,C,5,0,0,0,0,0
qwen3-1.7b,2287,C#,5,0,0,0,0,0
qwen3-1.7b,2287,C++,5,0,0,0,0,0
qwen3-1.7b,2287,Golang,5,0,0,0,0,0
qwen3-1.7b,2287,Java,5,0,0,0,0,0
qwen3-1.7b,2287,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2287,Python3,5,0,0,0,0,0
qwen3-1.7b,2287,Rust,5,0,0,0,0,0
qwen3-1.7b,2288,C,5,0,0,0,0,0
qwen3-1.7b,2288,C#,5,0,0,0,0,0
qwen3-1.7b,2288,C++,5,0,0,0,0,0
qwen3-1.7b,2288,Golang,5,0,0,0,0,0
qwen3-1.7b,2288,Java,5,0,0,0,0,0
qwen3-1.7b,2288,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2288,Python3,5,1,1,1,1,1
qwen3-1.7b,2288,Rust,5,0,0,0,0,0
qwen3-1.7b,229,C,5,0,0,0,0,0
qwen3-1.7b,229,C#,5,0,0,0,0,0
qwen3-1.7b,229,C++,5,0,0,0,0,0
qwen3-1.7b,229,Golang,5,0,0,0,0,0
qwen3-1.7b,229,Java,5,0,0,0,0,0
qwen3-1.7b,229,JavaScript,5,1,1,1,1,1
qwen3-1.7b,229,Python3,5,0,0,0,0,0
qwen3-1.7b,229,Rust,5,0,0,0,0,0
qwen3-1.7b,2294,C,5,0,0,0,0,0
qwen3-1.7b,2294,C#,5,1,1,1,1,1
qwen3-1.7b,2294,C++,5,1,1,1,1,1
qwen3-1.7b,2294,Golang,5,0,0,0,0,0
qwen3-1.7b,2294,Java,5,1,1,1,1,1
qwen3-1.7b,2294,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2294,Python3,5,0,0,0,0,0
qwen3-1.7b,2294,Rust,5,0,0,0,0,0
qwen3-1.7b,2296,C,5,0,0,0,0,0
qwen3-1.7b,2296,C#,5,0,0,0,0,0
qwen3-1.7b,2296,C++,5,0,0,0,0,0
qwen3-1.7b,2296,Golang,5,0,0,0,0,0
qwen3-1.7b,2296,Java,5,0,0,0,0,0
qwen3-1.7b,2296,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2296,Python3,5,0,0,0,0,0
qwen3-1.7b,2296,Rust,5,0,0,0,0,0
qwen3-1.7b,2299,C,5,0,1,1,1,1
qwen3-1.7b,2299,C#,5,0,0,0,0,0
qwen3-1.7b,2299,C++,5,0,0,0,0,0
qwen3-1.7b,2299,Golang,5,1,1,1,1,1
qwen3-1.7b,2299,Java,5,1,1,1,1,1
qwen3-1.7b,2299,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2299,Python3,5,0,0,0,0,0
qwen3-1.7b,2299,Rust,5,0,0,0,0,0
qwen3-1.7b,23,C,5,0,0,0,0,0
qwen3-1.7b,23,C#,5,0,0,0,0,0
qwen3-1.7b,23,C++,5,0,0,0,0,0
qwen3-1.7b,23,Golang,5,0,0,0,0,0
qwen3-1.7b,23,Java,5,1,1,1,1,1
qwen3-1.7b,23,JavaScript,5,0,0,0,0,0
qwen3-1.7b,23,Python3,5,0,0,0,0,0
qwen3-1.7b,23,Rust,5,0,0,0,0,0
qwen3-1.7b,2300,C,5,0,0,0,0,0
qwen3-1.7b,2300,C#,5,0,0,0,0,0
qwen3-1.7b,2300,C++,5,0,0,0,0,0
qwen3-1.7b,2300,Golang,5,0,0,0,0,0
qwen3-1.7b,2300,Java,5,0,0,0,0,0
qwen3-1.7b,2300,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2300,Python3,5,1,1,1,1,1
qwen3-1.7b,2300,Rust,5,0,0,0,0,0
qwen3-1.7b,2302,C,5,0,0,0,0,0
qwen3-1.7b,2302,C#,5,0,0,0,0,0
qwen3-1.7b,2302,C++,5,0,0,0,0,0
qwen3-1.7b,2302,Golang,5,0,0,0,0,0
qwen3-1.7b,2302,Java,5,0,0,0,0,0
qwen3-1.7b,2302,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2302,Python3,5,0,0,0,0,0
qwen3-1.7b,2302,Rust,5,0,0,0,0,0
qwen3-1.7b,2303,C,5,0,0,0,0,0
qwen3-1.7b,2303,C#,5,1,1,1,1,1
qwen3-1.7b,2303,C++,5,1,1,1,1,1
qwen3-1.7b,2303,Golang,5,0,0,0,0,0
qwen3-1.7b,2303,Java,5,1,1,1,1,1
qwen3-1.7b,2303,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2303,Python3,5,1,1,1,1,1
qwen3-1.7b,2303,Rust,5,0,0,0,0,0
qwen3-1.7b,2306,C,5,0,0,0,0,0
qwen3-1.7b,2306,C#,5,0,0,0,0,0
qwen3-1.7b,2306,C++,5,0,0,0,0,0
qwen3-1.7b,2306,Golang,5,0,0,0,0,0
qwen3-1.7b,2306,Java,5,0,0,0,0,0
qwen3-1.7b,2306,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2306,Python3,5,0,0,0,0,0
qwen3-1.7b,2306,Rust,5,0,0,0,0,0
qwen3-1.7b,2309,C,5,0,0,0,0,0
qwen3-1.7b,2309,C#,5,0,0,0,0,0
qwen3-1.7b,2309,C++,5,0,0,0,0,0
qwen3-1.7b,2309,Golang,5,0,0,0,0,0
qwen3-1.7b,2309,Java,5,0,0,0,0,0
qwen3-1.7b,2309,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2309,Python3,5,0,0,0,0,0
qwen3-1.7b,2309,Rust,5,0,0,0,0,0
qwen3-1.7b,231,C,5,1,1,1,1,1
qwen3-1.7b,231,C#,5,1,1,1,1,1
qwen3-1.7b,231,C++,5,1,1,1,1,1
qwen3-1.7b,231,Golang,5,1,1,1,1,1
qwen3-1.7b,231,Java,5,1,1,1,1,1
qwen3-1.7b,231,JavaScript,5,1,1,1,1,1
qwen3-1.7b,231,Python3,5,1,1,1,1,1
qwen3-1.7b,231,Rust,5,1,1,1,1,1
qwen3-1.7b,2310,C,5,0,0,0,0,0
qwen3-1.7b,2310,C#,5,0,0,0,0,0
qwen3-1.7b,2310,C++,5,0,0,0,0,0
qwen3-1.7b,2310,Golang,5,0,0,0,0,0
qwen3-1.7b,2310,Java,5,0,0,0,0,0
qwen3-1.7b,2310,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2310,Python3,5,0,0,0,0,0
qwen3-1.7b,2310,Rust,5,0,0,0,0,0
qwen3-1.7b,2311,C,5,0,0,0,0,0
qwen3-1.7b,2311,C#,5,0,0,0,0,0
qwen3-1.7b,2311,C++,5,0,0,0,0,0
qwen3-1.7b,2311,Golang,5,0,0,0,0,0
qwen3-1.7b,2311,Java,5,0,0,0,0,0
qwen3-1.7b,2311,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2311,Python3,5,0,0,0,0,0
qwen3-1.7b,2311,Rust,5,0,0,0,0,0
qwen3-1.7b,2315,C,5,0,0,0,0,0
qwen3-1.7b,2315,C#,5,1,1,1,1,1
qwen3-1.7b,2315,C++,5,1,1,1,1,1
qwen3-1.7b,2315,Golang,5,1,1,1,1,1
qwen3-1.7b,2315,Java,5,1,1,1,1,1
qwen3-1.7b,2315,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2315,Python3,5,1,1,1,1,1
qwen3-1.7b,2315,Rust,5,1,1,1,1,1
qwen3-1.7b,232,C,5,0,0,0,0,0
qwen3-1.7b,232,C#,5,0,0,0,0,0
qwen3-1.7b,232,C++,5,0,0,0,0,0
qwen3-1.7b,232,Golang,5,0,0,0,0,0
qwen3-1.7b,232,Java,5,0,0,0,0,0
qwen3-1.7b,232,JavaScript,5,0,0,0,0,0
qwen3-1.7b,232,Python3,5,0,0,0,0,0
qwen3-1.7b,232,Rust,5,0,0,0,0,0
qwen3-1.7b,2327,C,5,0,0,0,0,0
qwen3-1.7b,2327,C#,5,0,0,0,0,0
qwen3-1.7b,2327,C++,5,0,0,0,0,0
qwen3-1.7b,2327,Golang,5,0,0,0,0,0
qwen3-1.7b,2327,Java,5,0,0,0,0,0
qwen3-1.7b,2327,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2327,Python3,5,0,0,0,0,0
qwen3-1.7b,2327,Rust,5,0,0,0,0,0
qwen3-1.7b,233,C,5,0,0,0,0,0
qwen3-1.7b,233,C#,5,1,1,1,1,1
qwen3-1.7b,233,C++,5,0,0,0,0,0
qwen3-1.7b,233,Golang,5,0,0,0,0,0
qwen3-1.7b,233,Java,5,0,0,0,0,0
qwen3-1.7b,233,JavaScript,5,0,0,0,0,0
qwen3-1.7b,233,Python3,5,0,0,0,0,0
qwen3-1.7b,233,Rust,5,0,0,0,0,0
qwen3-1.7b,2332,C,5,0,0,0,0,0
qwen3-1.7b,2332,C#,5,0,0,0,0,0
qwen3-1.7b,2332,C++,5,0,0,0,0,0
qwen3-1.7b,2332,Golang,5,0,0,0,0,0
qwen3-1.7b,2332,Java,5,0,0,0,0,0
qwen3-1.7b,2332,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2332,Python3,5,0,0,0,0,0
qwen3-1.7b,2332,Rust,5,0,0,0,0,0
qwen3-1.7b,2335,C,5,0,0,0,0,0
qwen3-1.7b,2335,C#,5,0,0,0,0,0
qwen3-1.7b,2335,C++,5,0,0,0,0,0
qwen3-1.7b,2335,Golang,5,0,0,0,0,0
qwen3-1.7b,2335,Java,5,0,0,0,0,0
qwen3-1.7b,2335,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2335,Python3,5,0,0,0,0,0
qwen3-1.7b,2335,Rust,5,0,0,0,0,0
qwen3-1.7b,2336,C,5,0,0,0,0,0
qwen3-1.7b,2336,C#,5,0,0,0,0,0
qwen3-1.7b,2336,C++,5,0,0,0,0,0
qwen3-1.7b,2336,Golang,5,0,0,0,0,0
qwen3-1.7b,2336,Java,5,0,0,0,0,0
qwen3-1.7b,2336,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2336,Python3,5,0,0,0,0,0
qwen3-1.7b,2336,Rust,5,0,0,0,0,0
qwen3-1.7b,2337,C,5,0,0,0,0,0
qwen3-1.7b,2337,C#,5,0,0,0,0,0
qwen3-1.7b,2337,C++,5,0,0,0,0,0
qwen3-1.7b,2337,Golang,5,0,0,0,0,0
qwen3-1.7b,2337,Java,5,0,0,0,0,0
qwen3-1.7b,2337,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2337,Python3,5,0,0,0,0,0
qwen3-1.7b,2337,Rust,5,0,0,0,0,0
qwen3-1.7b,2338,C,5,0,0,0,0,0
qwen3-1.7b,2338,C#,5,0,0,0,0,0
qwen3-1.7b,2338,C++,5,0,0,0,0,0
qwen3-1.7b,2338,Golang,5,0,0,0,0,0
qwen3-1.7b,2338,Java,5,0,0,0,0,0
qwen3-1.7b,2338,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2338,Python3,5,0,0,0,0,0
qwen3-1.7b,2338,Rust,5,0,0,0,0,0
qwen3-1.7b,2341,C,5,0,0,0,0,0
qwen3-1.7b,2341,C#,5,1,1,1,1,1
qwen3-1.7b,2341,C++,5,0,1,1,1,1
qwen3-1.7b,2341,Golang,5,0,0,0,0,0
qwen3-1.7b,2341,Java,5,0,0,0,0,0
qwen3-1.7b,2341,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2341,Python3,5,1,1,1,1,1
qwen3-1.7b,2341,Rust,5,0,0,0,0,0
qwen3-1.7b,2342,C,5,0,0,0,0,0
qwen3-1.7b,2342,C#,5,0,0,0,0,0
qwen3-1.7b,2342,C++,5,0,0,0,0,0
qwen3-1.7b,2342,Golang,5,0,0,0,0,0
qwen3-1.7b,2342,Java,5,0,0,0,0,0
qwen3-1.7b,2342,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2342,Python3,5,0,0,0,0,0
qwen3-1.7b,2342,Rust,5,0,0,0,0,0
qwen3-1.7b,2347,C,5,1,1,1,1,1
qwen3-1.7b,2347,C#,5,0,1,1,1,1
qwen3-1.7b,2347,C++,5,0,0,0,0,0
qwen3-1.7b,2347,Golang,5,0,0,0,0,0
qwen3-1.7b,2347,Java,5,0,1,1,1,1
qwen3-1.7b,2347,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2347,Python3,5,0,0,0,0,0
qwen3-1.7b,2347,Rust,5,0,0,0,0,0
qwen3-1.7b,2348,C,5,0,0,0,0,0
qwen3-1.7b,2348,C#,5,1,1,1,1,1
qwen3-1.7b,2348,C++,5,1,1,1,1,1
qwen3-1.7b,2348,Golang,5,1,1,1,1,1
qwen3-1.7b,2348,Java,5,1,1,1,1,1
qwen3-1.7b,2348,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2348,Python3,5,1,1,1,1,1
qwen3-1.7b,2348,Rust,5,1,1,1,1,1
qwen3-1.7b,2349,C,5,0,0,0,0,0
qwen3-1.7b,2349,C#,5,0,0,0,0,0
qwen3-1.7b,2349,C++,5,0,0,0,0,0
qwen3-1.7b,2349,Golang,5,0,0,0,0,0
qwen3-1.7b,2349,Java,5,0,0,0,0,0
qwen3-1.7b,2349,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2349,Python3,5,0,0,0,0,0
qwen3-1.7b,2349,Rust,5,0,0,0,0,0
qwen3-1.7b,2351,C,5,1,1,1,1,1
qwen3-1.7b,2351,C#,5,1,1,1,1,1
qwen3-1.7b,2351,C++,5,1,1,1,1,1
qwen3-1.7b,2351,Golang,5,0,0,0,0,0
qwen3-1.7b,2351,Java,5,1,1,1,1,1
qwen3-1.7b,2351,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2351,Python3,5,1,1,1,1,1
qwen3-1.7b,2351,Rust,5,0,1,1,1,1
qwen3-1.7b,2353,C,5,0,0,0,0,0
qwen3-1.7b,2353,C#,5,0,0,0,0,0
qwen3-1.7b,2353,C++,5,0,0,0,0,0
qwen3-1.7b,2353,Golang,5,0,0,0,0,0
qwen3-1.7b,2353,Java,5,0,0,0,0,0
qwen3-1.7b,2353,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2353,Python3,5,0,0,0,0,0
qwen3-1.7b,2353,Rust,5,0,0,0,0,0
qwen3-1.7b,2357,C,5,1,1,1,1,1
qwen3-1.7b,2357,C#,5,1,1,1,1,1
qwen3-1.7b,2357,C++,5,0,0,0,0,0
qwen3-1.7b,2357,Golang,5,0,0,0,0,0
qwen3-1.7b,2357,Java,5,1,1,1,1,1
qwen3-1.7b,2357,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2357,Python3,5,0,1,1,1,1
qwen3-1.7b,2357,Rust,5,0,0,0,0,0
qwen3-1.7b,2363,C,5,0,0,0,0,0
qwen3-1.7b,2363,C#,5,1,1,1,1,1
qwen3-1.7b,2363,C++,5,1,1,1,1,1
qwen3-1.7b,2363,Golang,5,1,1,1,1,1
qwen3-1.7b,2363,Java,5,1,1,1,1,1
qwen3-1.7b,2363,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2363,Python3,5,1,1,1,1,1
qwen3-1.7b,2363,Rust,5,1,1,1,1,1
qwen3-1.7b,2364,C,5,0,0,0,0,0
qwen3-1.7b,2364,C#,5,0,0,0,0,0
qwen3-1.7b,2364,C++,5,0,0,0,0,0
qwen3-1.7b,2364,Golang,5,0,0,0,0,0
qwen3-1.7b,2364,Java,5,0,0,0,0,0
qwen3-1.7b,2364,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2364,Python3,5,0,0,0,0,0
qwen3-1.7b,2364,Rust,5,0,0,0,0,0
qwen3-1.7b,2367,C,5,1,1,1,1,1
qwen3-1.7b,2367,C#,5,1,1,1,1,1
qwen3-1.7b,2367,C++,5,1,1,1,1,1
qwen3-1.7b,2367,Golang,5,1,1,1,1,1
qwen3-1.7b,2367,Java,5,0,0,0,0,0
qwen3-1.7b,2367,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2367,Python3,5,0,0,0,0,0
qwen3-1.7b,2367,Rust,5,1,1,1,1,1
qwen3-1.7b,2369,C,5,0,0,0,0,0
qwen3-1.7b,2369,C#,5,0,0,0,0,0
qwen3-1.7b,2369,C++,5,0,0,0,0,0
qwen3-1.7b,2369,Golang,5,0,0,0,0,0
qwen3-1.7b,2369,Java,5,0,0,0,0,0
qwen3-1.7b,2369,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2369,Python3,5,0,0,0,0,0
qwen3-1.7b,2369,Rust,5,0,1,1,1,1
qwen3-1.7b,2376,C,5,0,0,0,0,0
qwen3-1.7b,2376,C#,5,0,0,0,0,0
qwen3-1.7b,2376,C++,5,0,0,0,0,0
qwen3-1.7b,2376,Golang,5,0,0,0,0,0
qwen3-1.7b,2376,Java,5,0,0,0,0,0
qwen3-1.7b,2376,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2376,Python3,5,0,0,0,0,0
qwen3-1.7b,2376,Rust,5,0,0,0,0,0
qwen3-1.7b,2379,C,5,1,1,1,1,1
qwen3-1.7b,2379,C#,5,1,1,1,1,1
qwen3-1.7b,2379,C++,5,0,0,0,0,0
qwen3-1.7b,2379,Golang,5,0,0,0,0,0
qwen3-1.7b,2379,Java,5,1,1,1,1,1
qwen3-1.7b,2379,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2379,Python3,5,1,1,1,1,1
qwen3-1.7b,2379,Rust,5,0,0,0,0,0
qwen3-1.7b,238,C,5,0,0,0,0,0
qwen3-1.7b,238,C#,5,1,1,1,1,1
qwen3-1.7b,238,C++,5,1,1,1,1,1
qwen3-1.7b,238,Golang,5,1,1,1,1,1
qwen3-1.7b,238,Java,5,1,1,1,1,1
qwen3-1.7b,238,JavaScript,5,1,1,1,1,1
qwen3-1.7b,238,Python3,5,1,1,1,1,1
qwen3-1.7b,238,Rust,5,1,1,1,1,1
qwen3-1.7b,2383,C,5,0,0,0,0,0
qwen3-1.7b,2383,C#,5,0,0,0,0,0
qwen3-1.7b,2383,C++,5,0,0,0,0,0
qwen3-1.7b,2383,Golang,5,0,0,0,0,0
qwen3-1.7b,2383,Java,5,0,0,0,0,0
qwen3-1.7b,2383,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2383,Python3,5,0,0,0,0,0
qwen3-1.7b,2383,Rust,5,0,0,0,0,0
qwen3-1.7b,2386,C,5,0,0,0,0,0
qwen3-1.7b,2386,C#,5,0,0,0,0,0
qwen3-1.7b,2386,C++,5,0,0,0,0,0
qwen3-1.7b,2386,Golang,5,0,0,0,0,0
qwen3-1.7b,2386,Java,5,0,0,0,0,0
qwen3-1.7b,2386,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2386,Python3,5,0,0,0,0,0
qwen3-1.7b,2386,Rust,5,0,0,0,0,0
qwen3-1.7b,2389,C,5,0,0,0,0,0
qwen3-1.7b,2389,C#,5,1,1,1,1,1
qwen3-1.7b,2389,C++,5,1,1,1,1,1
qwen3-1.7b,2389,Golang,5,1,1,1,1,1
qwen3-1.7b,2389,Java,5,1,1,1,1,1
qwen3-1.7b,2389,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2389,Python3,5,1,1,1,1,1
qwen3-1.7b,2389,Rust,5,1,1,1,1,1
qwen3-1.7b,239,C,5,0,0,0,0,0
qwen3-1.7b,239,C#,5,0,0,0,0,0
qwen3-1.7b,239,C++,5,0,0,0,0,0
qwen3-1.7b,239,Golang,5,0,0,0,0,0
qwen3-1.7b,239,Java,5,1,1,1,1,1
qwen3-1.7b,239,JavaScript,5,0,0,0,0,0
qwen3-1.7b,239,Python3,5,1,1,1,1,1
qwen3-1.7b,239,Rust,5,0,0,0,0,0
qwen3-1.7b,2390,C,5,1,1,1,1,1
qwen3-1.7b,2390,C#,5,0,0,0,0,0
qwen3-1.7b,2390,C++,5,0,1,1,1,1
qwen3-1.7b,2390,Golang,5,1,1,1,1,1
qwen3-1.7b,2390,Java,5,1,1,1,1,1
qwen3-1.7b,2390,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2390,Python3,5,1,1,1,1,1
qwen3-1.7b,2390,Rust,5,1,1,1,1,1
qwen3-1.7b,2391,C,5,0,0,0,0,0
qwen3-1.7b,2391,C#,5,0,0,0,0,0
qwen3-1.7b,2391,C++,5,0,0,0,0,0
qwen3-1.7b,2391,Golang,5,0,0,0,0,0
qwen3-1.7b,2391,Java,5,0,0,0,0,0
qwen3-1.7b,2391,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2391,Python3,5,0,0,0,0,0
qwen3-1.7b,2391,Rust,5,0,0,0,0,0
qwen3-1.7b,2395,C,5,0,0,0,0,0
qwen3-1.7b,2395,C#,5,1,1,1,1,1
qwen3-1.7b,2395,C++,5,1,1,1,1,1
qwen3-1.7b,2395,Golang,5,1,1,1,1,1
qwen3-1.7b,2395,Java,5,1,1,1,1,1
qwen3-1.7b,2395,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2395,Python3,5,1,1,1,1,1
qwen3-1.7b,2395,Rust,5,1,1,1,1,1
qwen3-1.7b,2398,C,5,0,0,0,0,0
qwen3-1.7b,2398,C#,5,0,0,0,0,0
qwen3-1.7b,2398,C++,5,0,0,0,0,0
qwen3-1.7b,2398,Golang,5,0,0,0,0,0
qwen3-1.7b,2398,Java,5,0,0,0,0,0
qwen3-1.7b,2398,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2398,Python3,5,0,0,0,0,0
qwen3-1.7b,2398,Rust,5,0,0,0,0,0
qwen3-1.7b,2399,C,5,0,0,0,0,0
qwen3-1.7b,2399,C#,5,0,0,0,0,0
qwen3-1.7b,2399,C++,5,0,0,0,0,0
qwen3-1.7b,2399,Golang,5,0,0,0,0,0
qwen3-1.7b,2399,Java,5,0,0,0,0,0
qwen3-1.7b,2399,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2399,Python3,5,0,0,0,0,0
qwen3-1.7b,2399,Rust,5,0,0,0,0,0
qwen3-1.7b,2404,C,5,1,1,1,1,1
qwen3-1.7b,2404,C#,5,0,0,0,0,0
qwen3-1.7b,2404,C++,5,0,1,1,1,1
qwen3-1.7b,2404,Golang,5,1,1,1,1,1
qwen3-1.7b,2404,Java,5,1,1,1,1,1
qwen3-1.7b,2404,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2404,Python3,5,0,0,0,0,0
qwen3-1.7b,2404,Rust,5,0,0,0,0,0
qwen3-1.7b,2409,C,5,0,0,0,0,0
qwen3-1.7b,2409,C#,5,0,1,1,1,1
qwen3-1.7b,2409,C++,5,0,0,0,0,0
qwen3-1.7b,2409,Golang,5,0,0,0,0,0
qwen3-1.7b,2409,Java,5,0,0,0,0,0
qwen3-1.7b,2409,JavaScript,5,0,1,1,1,1
qwen3-1.7b,2409,Python3,5,1,1,1,1,1
qwen3-1.7b,2409,Rust,5,0,0,0,0,0
qwen3-1.7b,241,C,5,0,0,0,0,0
qwen3-1.7b,241,C#,5,0,0,0,0,0
qwen3-1.7b,241,C++,5,0,0,0,0,0
qwen3-1.7b,241,Golang,5,0,0,0,0,0
qwen3-1.7b,241,Java,5,0,0,0,0,0
qwen3-1.7b,241,JavaScript,5,0,0,0,0,0
qwen3-1.7b,241,Python3,5,0,0,0,0,0
qwen3-1.7b,241,Rust,5,0,0,0,0,0
qwen3-1.7b,2410,C,5,0,0,0,0,0
qwen3-1.7b,2410,C#,5,1,1,1,1,1
qwen3-1.7b,2410,C++,5,1,1,1,1,1
qwen3-1.7b,2410,Golang,5,1,1,1,1,1
qwen3-1.7b,2410,Java,5,1,1,1,1,1
qwen3-1.7b,2410,JavaScript,5,1,1,1,1,1
qwen3-1.7b,2410,Python3,5,1,1,1,1,1
qwen3-1.7b,2410,Rust,5,0,1,1,1,1
qwen3-1.7b,2411,C,5,0,0,0,0,0
qwen3-1.7b,2411,C#,5,0,0,0,0,0
qwen3-1.7b,2411,C++,5,0,0,0,0,0
qwen3-1.7b,2411,Golang,5,0,0,0,0,0
qwen3-1.7b,2411,Java,5,0,0,0,0,0
qwen3-1.7b,2411,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2411,Python3,5,0,0,0,0,0
qwen3-1.7b,2411,Rust,5,0,0,0,0,0
qwen3-1.7b,2412,C,5,0,0,0,0,0
qwen3-1.7b,2412,C#,5,0,0,0,0,0
qwen3-1.7b,2412,C++,5,0,0,0,0,0
qwen3-1.7b,2412,Golang,5,0,0,0,0,0
qwen3-1.7b,2412,Java,5,0,0,0,0,0
qwen3-1.7b,2412,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2412,Python3,5,0,0,0,0,0
qwen3-1.7b,2412,Rust,5,0,0,0,0,0
qwen3-1.7b,2413,C,5,0,0,0,0,0
qwen3-1.7b,2413,C#,5,0,0,0,0,0
qwen3-1.7b,2413,C++,5,0,0,0,0,0
qwen3-1.7b,2413,Golang,5,0,0,0,0,0
qwen3-1.7b,2413,Java,5,0,0,0,0,0
qwen3-1.7b,2413,JavaScript,5,0,0,0,0,0
qwen3-1.7b,2413,Python3,5,0,0,0,0,0
