model,qid,source_lang,target_lang,n_candidates,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5
glm-4,2080,C,C#,5,0,0,0,0,1
glm-4,2080,C,C++,5,0,0,1,1,1
glm-4,2080,C,Golang,5,0,0,0,0,0
glm-4,2080,C,Java,5,0,1,1,1,1
glm-4,2080,C,JavaScript,5,1,1,1,1,1
glm-4,2080,C,Python3,5,1,1,1,1,1
glm-4,2080,C,Rust,5,0,0,0,0,0
glm-4,2080,C#,C,5,0,0,0,0,0
glm-4,2080,C#,C++,5,1,1,1,1,1
glm-4,2080,C#,Golang,5,0,0,0,0,0
glm-4,2080,C#,Java,5,1,1,1,1,1
glm-4,2080,C#,JavaScript,5,0,1,1,1,1
glm-4,2080,C#,Python3,5,0,1,1,1,1
glm-4,2080,C#,Rust,5,0,0,0,0,0
glm-4,2080,C++,C,5,0,0,0,0,0
glm-4,2080,C++,C#,5,0,0,1,1,1
glm-4,2080,C++,Golang,5,0,0,0,0,0
glm-4,2080,C++,Java,5,0,0,1,1,1
glm-4,2080,C++,JavaScript,5,1,1,1,1,1
glm-4,2080,C++,Python3,5,1,1,1,1,1
glm-4,2080,C++,Rust,5,0,0,0,0,0
glm-4,2080,Golang,C,5,0,0,0,0,0
glm-4,2080,Golang,C#,5,0,0,0,0,0
glm-4,2080,Golang,C++,5,1,1,1,1,1
glm-4,2080,Golang,Java,5,1,1,1,1,1
glm-4,2080,Golang,JavaScript,5,1,1,1,1,1
glm-4,2080,Golang,Python3,5,0,1,1,1,1
glm-4,2080,Golang,Rust,5,0,0,0,0,0
glm-4,2080,Java,C,5,0,0,0,0,0
glm-4,2080,Java,C#,5,1,1,1,1,1
glm-4,2080,Java,C++,5,1,1,1,1,1
glm-4,2080,Java,Golang,5,0,0,0,0,0
glm-4,2080,Java,JavaScript,5,1,1,1,1,1
glm-4,2080,Java,Python3,5,1,1,1,1,1
glm-4,2080,Java,Rust,5,0,0,0,0,0
glm-4,2080,JavaScript,C,5,0,0,0,0,0
glm-4,2080,JavaScript,C#,5,0,0,0,1,1
glm-4,2080,JavaScript,C++,5,1,1,1,1,1
glm-4,2080,JavaScript,Golang,5,0,0,0,0,0
glm-4,2080,JavaScript,Java,5,1,1,1,1,1
glm-4,2080,JavaScript,Python3,5,1,1,1,1,1
glm-4,2080,JavaScript,Rust,5,0,0,0,0,0
glm-4,2080,Python3,C,5,0,0,0,0,0
glm-4,2080,Python3,C#,5,1,1,1,1,1
glm-4,2080,Python3,C++,5,1,1,1,1,1
glm-4,2080,Python3,Golang,5,0,0,0,0,0
glm-4,2080,Python3,Java,5,1,1,1,1,1
glm-4,2080,Python3,JavaScript,5,1,1,1,1,1
glm-4,2080,Python3,Rust,5,0,0,0,0,0
glm-4,2080,Rust,C,5,0,0,0,0,0
glm-4,2080,Rust,C#,5,0,0,0,0,0
glm-4,2080,Rust,C++,5,1,1,1,1,1
glm-4,2080,Rust,Golang,5,0,0,0,0,0
glm-4,2080,Rust,Java,5,1,1,1,1,1
glm-4,2080,Rust,JavaScript,5,1,1,1,1,1
glm-4,2080,Rust,Python3,5,1,1,1,1,1
glm-4,2094,C,C#,5,0,0,0,1,1
glm-4,2094,C,C++,5,1,1,1,1,1
glm-4,2094,C,Golang,5,0,0,0,0,0
glm-4,2094,C,Java,5,1,1,1,1,1
glm-4,2094,C,JavaScript,5,1,1,1,1,1
glm-4,2094,C,Python3,5,0,1,1,1,1
glm-4,2094,C,Rust,5,0,1,1,1,1
glm-4,2094,C#,C,5,0,1,1,1,1
glm-4,2094,C#,C++,5,1,1,1,1,1
glm-4,2094,C#,Golang,5,0,0,1,1,1
glm-4,2094,C#,Java,5,1,1,1,1,1
glm-4,2094,C#,JavaScript,5,1,1,1,1,1
glm-4,2094,C#,Python3,5,1,1,1,1,1
glm-4,2094,C#,Rust,5,0,1,1,1,1
glm-4,2094,C++,C,5,1,1,1,1,1
glm-4,2094,C++,C#,5,0,1,1,1,1
glm-4,2094,C++,Golang,5,0,0,0,0,0
glm-4,2094,C++,Java,5,1,1,1,1,1
glm-4,2094,C++,JavaScript,5,0,1,1,1,1
glm-4,2094,C++,Python3,5,1,1,1,1,1
glm-4,2094,C++,Rust,5,1,1,1,1,1
glm-4,2094,Golang,C,5,0,0,0,0,1
glm-4,2094,Golang,C#,5,1,1,1,1,1
glm-4,2094,Golang,C++,5,1,1,1,1,1
glm-4,2094,Golang,Java,5,0,1,1,1,1
glm-4,2094,Golang,JavaScript,5,0,1,1,1,1
glm-4,2094,Golang,Python3,5,1,1,1,1,1
glm-4,2094,Golang,Rust,5,1,1,1,1,1
glm-4,2094,Java,C,5,1,1,1,1,1
glm-4,2094,Java,C#,5,1,1,1,1,1
glm-4,2094,Java,C++,5,1,1,1,1,1
glm-4,2094,Java,Golang,5,0,0,0,1,1
glm-4,2094,Java,JavaScript,5,1,1,1,1,1
glm-4,2094,Java,Python3,5,1,1,1,1,1
glm-4,2094,Java,Rust,5,1,1,1,1,1
glm-4,2094,JavaScript,C,5,0,0,0,0,0
glm-4,2094,JavaScript,C#,5,0,1,1,1,1
glm-4,2094,JavaScript,C++,5,0,0,0,1,1
glm-4,2094,JavaScript,Golang,5,0,0,0,0,0
glm-4,2094,JavaScript,Java,5,0,1,1,1,1
glm-4,2094,JavaScript,Python3,5,1,1,1,1,1
glm-4,2094,JavaScript,Rust,5,0,0,1,1,1
glm-4,2094,Python3,C,5,0,0,0,0,1
glm-4,2094,Python3,C#,5,0,1,1,1,1
glm-4,2094,Python3,C++,5,1,1,1,1,1
glm-4,2094,Python3,Golang,5,0,0,0,1,1
glm-4,2094,Python3,Java,5,1,1,1,1,1
glm-4,2094,Python3,JavaScript,5,1,1,1,1,1
glm-4,2094,Python3,Rust,5,0,1,1,1,1
glm-4,2094,Rust,C,5,1,1,1,1,1
glm-4,2094,Rust,C#,5,1,1,1,1,1
glm-4,2094,Rust,C++,5,1,1,1,1,1
glm-4,2094,Rust,Golang,5,0,1,1,1,1
glm-4,2094,Rust,Java,5,0,0,0,1,1
glm-4,2094,Rust,JavaScript,5,1,1,1,1,1
glm-4,2094,Rust,Python3,5,1,1,1,1,1
glm-4,2099,C,C#,5,1,1,1,1,1
glm-4,2099,C,C++,5,1,1,1,1,1
glm-4,2099,C,Golang,5,1,1,1,1,1
glm-4,2099,C,Java,5,1,1,1,1,1
glm-4,2099,C,JavaScript,5,1,1,1,1,1
glm-4,2099,C,Python3,5,0,1,1,1,1
glm-4,2099,C,Rust,5,1,1,1,1,1
glm-4,2099,C#,C,5,0,0,1,1,1
glm-4,2099,C#,C++,5,1,1,1,1,1
glm-4,2099,C#,Golang,5,1,1,1,1,1
glm-4,2099,C#,Java,5,1,1,1,1,1
glm-4,2099,C#,JavaScript,5,1,1,1,1,1
glm-4,2099,C#,Python3,5,1,1,1,1,1
glm-4,2099,C#,Rust,5,1,1,1,1,1
glm-4,2099,C++,C,5,0,1,1,1,1
glm-4,2099,C++,C#,5,0,1,1,1,1
glm-4,2099,C++,Golang,5,1,1,1,1,1
glm-4,2099,C++,Java,5,0,0,1,1,1
glm-4,2099,C++,JavaScript,5,1,1,1,1,1
glm-4,2099,C++,Python3,5,1,1,1,1,1
glm-4,2099,C++,Rust,5,1,1,1,1,1
glm-4,2099,Golang,C,5,0,0,1,1,1
glm-4,2099,Golang,C#,5,1,1,1,1,1
glm-4,2099,Golang,C++,5,1,1,1,1,1
glm-4,2099,Golang,Java,5,1,1,1,1,1
glm-4,2099,Golang,JavaScript,5,1,1,1,1,1
glm-4,2099,Golang,Python3,5,1,1,1,1,1
glm-4,2099,Golang,Rust,5,1,1,1,1,1
glm-4,2099,Java,C,5,0,0,0,1,1
glm-4,2099,Java,C#,5,0,1,1,1,1
glm-4,2099,Java,C++,5,1,1,1,1,1
glm-4,2099,Java,Golang,5,1,1,1,1,1
glm-4,2099,Java,JavaScript,5,1,1,1,1,1
glm-4,2099,Java,Python3,5,1,1,1,1,1
glm-4,2099,Java,Rust,5,1,1,1,1,1
glm-4,2099,JavaScript,C,5,0,0,0,0,0
glm-4,2099,JavaScript,C#,5,1,1,1,1,1
glm-4,2099,JavaScript,C++,5,0,1,1,1,1
glm-4,2099,JavaScript,Golang,5,1,1,1,1,1
glm-4,2099,JavaScript,Java,5,0,1,1,1,1
glm-4,2099,JavaScript,Python3,5,1,1,1,1,1
glm-4,2099,JavaScript,Rust,5,1,1,1,1,1
glm-4,2099,Python3,C,5,0,0,0,0,0
glm-4,2099,Python3,C#,5,1,1,1,1,1
glm-4,2099,Python3,C++,5,1,1,1,1,1
glm-4,2099,Python3,Golang,5,1,1,1,1,1
glm-4,2099,Python3,Java,5,1,1,1,1,1
glm-4,2099,Python3,JavaScript,5,1,1,1,1,1
glm-4,2099,Python3,Rust,5,1,1,1,1,1
glm-4,2099,Rust,C,5,0,0,0,0,0
glm-4,2099,Rust,C#,5,1,1,1,1,1
glm-4,2099,Rust,C++,5,1,1,1,1,1
glm-4,2099,Rust,Golang,5,1,1,1,1,1
glm-4,2099,Rust,Java,5,1,1,1,1,1
glm-4,2099,Rust,JavaScript,5,1,1,1,1,1
glm-4,2099,Rust,Python3,5,1,1,1,1,1
glm-4,2129,C,C#,5,0,0,1,1,1
glm-4,2129,C,C++,5,1,1,1,1,1
glm-4,2129,C,Golang,5,0,0,0,0,0
glm-4,2129,C,Java,5,1,1,1,1,1
glm-4,2129,C,JavaScript,5,0,1,1,1,1
glm-4,2129,C,Python3,5,0,0,1,1,1
glm-4,2129,C,Rust,5,1,1,1,1,1
glm-4,2129,C#,C,5,1,1,1,1,1
glm-4,2129,C#,C++,5,1,1,1,1,1
glm-4,2129,C#,Golang,5,0,0,1,1,1
glm-4,2129,C#,Java,5,1,1,1,1,1
glm-4,2129,C#,JavaScript,5,1,1,1,1,1
glm-4,2129,C#,Python3,5,0,0,0,1,1
glm-4,2129,C#,Rust,5,1,1,1,1,1
glm-4,2129,C++,C,5,0,0,0,0,0
glm-4,2129,C++,C#,5,0,0,0,0,1
glm-4,2129,C++,Golang,5,0,0,0,0,0
glm-4,2129,C++,Java,5,1,1,1,1,1
glm-4,2129,C++,JavaScript,5,1,1,1,1,1
glm-4,2129,C++,Python3,5,1,1,1,1,1
glm-4,2129,C++,Rust,5,1,1,1,1,1
glm-4,2129,Golang,C,5,0,0,0,0,1
glm-4,2129,Golang,C#,5,0,0,0,0,0
glm-4,2129,Golang,C++,5,1,1,1,1,1
glm-4,2129,Golang,Java,5,0,0,0,0,0
glm-4,2129,Golang,JavaScript,5,0,1,1,1,1
glm-4,2129,Golang,Python3,5,0,0,0,1,1
glm-4,2129,Golang,Rust,5,1,1,1,1,1
glm-4,2129,Java,C,5,0,0,0,1,1
glm-4,2129,Java,C#,5,0,0,0,0,0
glm-4,2129,Java,C++,5,1,1,1,1,1
glm-4,2129,Java,Golang,5,0,0,0,0,0
glm-4,2129,Java,JavaScript,5,1,1,1,1,1
glm-4,2129,Java,Python3,5,1,1,1,1,1
glm-4,2129,Java,Rust,5,1,1,1,1,1
glm-4,2129,JavaScript,C,5,1,1,1,1,1
glm-4,2129,JavaScript,C#,5,0,0,0,0,0
glm-4,2129,JavaScript,C++,5,1,1,1,1,1
glm-4,2129,JavaScript,Golang,5,0,0,0,0,0
glm-4,2129,JavaScript,Java,5,0,0,0,0,0
glm-4,2129,JavaScript,Python3,5,1,1,1,1,1
glm-4,2129,JavaScript,Rust,5,0,0,0,0,1
glm-4,2129,Python3,C,5,0,0,0,1,1
glm-4,2129,Python3,C#,5,0,0,0,0,0
glm-4,2129,Python3,C++,5,1,1,1,1,1
glm-4,2129,Python3,Golang,5,0,0,0,0,0
glm-4,2129,Python3,Java,5,0,0,0,0,0
glm-4,2129,Python3,JavaScript,5,1,1,1,1,1
glm-4,2129,Python3,Rust,5,1,1,1,1,1
glm-4,2129,Rust,C,5,0,0,0,0,0
glm-4,2129,Rust,C#,5,0,0,0,0,0
glm-4,2129,Rust,C++,5,1,1,1,1,1
glm-4,2129,Rust,Golang,5,0,0,0,0,0
glm-4,2129,Rust,Java,5,0,1,1,1,1
glm-4,2129,Rust,JavaScript,5,1,1,1,1,1
glm-4,2129,Rust,Python3,5,1,1,1,1,1
glm-4,2131,C,C#,5,0,0,0,1,1
glm-4,2131,C,C++,5,1,1,1,1,1
glm-4,2131,C,Golang,5,1,1,1,1,1
glm-4,2131,C,Java,5,0,0,0,1,1
glm-4,2131,C,JavaScript,5,1,1,1,1,1
glm-4,2131,C,Python3,5,1,1,1,1,1
glm-4,2131,C,Rust,5,0,1,1,1,1
glm-4,2131,C#,C,5,0,1,1,1,1
glm-4,2131,C#,C++,5,0,1,1,1,1
glm-4,2131,C#,Golang,5,1,1,1,1,1
glm-4,2131,C#,Java,5,0,1,1,1,1
glm-4,2131,C#,JavaScript,5,1,1,1,1,1
glm-4,2131,C#,Python3,5,0,0,0,0,1
glm-4,2131,C#,Rust,5,0,0,1,1,1
glm-4,2131,C++,C,5,0,1,1,1,1
glm-4,2131,C++,C#,5,0,1,1,1,1
glm-4,2131,C++,Golang,5,0,1,1,1,1
glm-4,2131,C++,Java,5,0,0,0,1,1
glm-4,2131,C++,JavaScript,5,1,1,1,1,1
glm-4,2131,C++,Python3,5,0,1,1,1,1
glm-4,2131,C++,Rust,5,0,0,0,0,0
glm-4,2131,Golang,C,5,0,0,0,0,0
glm-4,2131,Golang,C#,5,0,0,1,1,1
glm-4,2131,Golang,C++,5,1,1,1,1,1
glm-4,2131,Golang,Java,5,1,1,1,1,1
glm-4,2131,Golang,JavaScript,5,1,1,1,1,1
glm-4,2131,Golang,Python3,5,0,0,0,0,0
glm-4,2131,Golang,Rust,5,0,0,0,0,0
glm-4,2131,Java,C,5,1,1,1,1,1
glm-4,2131,Java,C#,5,1,1,1,1,1
glm-4,2131,Java,C++,5,0,1,1,1,1
glm-4,2131,Java,Golang,5,1,1,1,1,1
glm-4,2131,Java,JavaScript,5,0,1,1,1,1
glm-4,2131,Java,Python3,5,0,1,1,1,1
glm-4,2131,Java,Rust,5,0,0,0,0,0
glm-4,2131,JavaScript,C,5,0,0,0,0,0
glm-4,2131,JavaScript,C#,5,0,0,0,0,0
glm-4,2131,JavaScript,C++,5,1,1,1,1,1
glm-4,2131,JavaScript,Golang,5,0,1,1,1,1
glm-4,2131,JavaScript,Java,5,0,0,0,0,0
glm-4,2131,JavaScript,Python3,5,0,0,0,1,1
glm-4,2131,JavaScript,Rust,5,0,0,1,1,1
glm-4,2131,Python3,C,5,0,1,1,1,1
glm-4,2131,Python3,C#,5,0,0,0,1,1
glm-4,2131,Python3,C++,5,1,1,1,1,1
glm-4,2131,Python3,Golang,5,0,1,1,1,1
glm-4,2131,Python3,Java,5,0,1,1,1,1
glm-4,2131,Python3,JavaScript,5,0,1,1,1,1
glm-4,2131,Python3,Rust,5,0,1,1,1,1
glm-4,2131,Rust,C,5,0,1,1,1,1
glm-4,2131,Rust,C#,5,0,0,1,1,1
glm-4,2131,Rust,C++,5,1,1,1,1,1
glm-4,2131,Rust,Golang,5,1,1,1,1,1
glm-4,2131,Rust,Java,5,0,0,1,1,1
glm-4,2131,Rust,JavaScript,5,0,1,1,1,1
glm-4,2131,Rust,Python3,5,1,1,1,1,1
glm-4,2138,C,C#,5,1,1,1,1,1
glm-4,2138,C,C++,5,1,1,1,1,1
glm-4,2138,C,Golang,5,1,1,1,1,1
glm-4,2138,C,Java,5,1,1,1,1,1
glm-4,2138,C,JavaScript,5,1,1,1,1,1
glm-4,2138,C,Python3,5,1,1,1,1,1
glm-4,2138,C,Rust,5,1,1,1,1,1
glm-4,2138,C#,C,5,1,1,1,1,1
glm-4,2138,C#,C++,5,1,1,1,1,1
glm-4,2138,C#,Golang,5,1,1,1,1,1
glm-4,2138,C#,Java,5,1,1,1,1,1
glm-4,2138,C#,JavaScript,5,1,1,1,1,1
glm-4,2138,C#,Python3,5,1,1,1,1,1
glm-4,2138,C#,Rust,5,1,1,1,1,1
glm-4,2138,C++,C,5,0,1,1,1,1
glm-4,2138,C++,C#,5,1,1,1,1,1
glm-4,2138,C++,Golang,5,1,1,1,1,1
glm-4,2138,C++,Java,5,1,1,1,1,1
glm-4,2138,C++,JavaScript,5,1,1,1,1,1
glm-4,2138,C++,Python3,5,1,1,1,1,1
glm-4,2138,C++,Rust,5,1,1,1,1,1
glm-4,2138,Golang,C,5,1,1,1,1,1
glm-4,2138,Golang,C#,5,1,1,1,1,1
glm-4,2138,Golang,C++,5,0,0,0,1,1
glm-4,2138,Golang,Java,5,1,1,1,1,1
glm-4,2138,Golang,JavaScript,5,1,1,1,1,1
glm-4,2138,Golang,Python3,5,1,1,1,1,1
glm-4,2138,Golang,Rust,5,1,1,1,1,1
glm-4,2138,Java,C,5,1,1,1,1,1
glm-4,2138,Java,C#,5,1,1,1,1,1
glm-4,2138,Java,C++,5,1,1,1,1,1
glm-4,2138,Java,Golang,5,1,1,1,1,1
glm-4,2138,Java,JavaScript,5,1,1,1,1,1
glm-4,2138,Java,Python3,5,1,1,1,1,1
glm-4,2138,Java,Rust,5,1,1,1,1,1
glm-4,2138,JavaScript,C,5,1,1,1,1,1
glm-4,2138,JavaScript,C#,5,1,1,1,1,1
glm-4,2138,JavaScript,C++,5,1,1,1,1,1
glm-4,2138,JavaScript,Golang,5,1,1,1,1,1
glm-4,2138,JavaScript,Java,5,1,1,1,1,1
glm-4,2138,JavaScript,Python3,5,1,1,1,1,1
glm-4,2138,JavaScript,Rust,5,1,1,1,1,1
glm-4,2138,Python3,C,5,1,1,1,1,1
glm-4,2138,Python3,C#,5,1,1,1,1,1
glm-4,2138,Python3,C++,5,1,1,1,1,1
glm-4,2138,Python3,Golang,5,1,1,1,1,1
glm-4,2138,Python3,Java,5,1,1,1,1,1
glm-4,2138,Python3,JavaScript,5,1,1,1,1,1
glm-4,2138,Python3,Rust,5,1,1,1,1,1
glm-4,2138,Rust,C,5,1,1,1,1,1
glm-4,2138,Rust,C#,5,1,1,1,1,1
glm-4,2138,Rust,C++,5,0,0,1,1,1
glm-4,2138,Rust,Golang,5,1,1,1,1,1
glm-4,2138,Rust,Java,5,1,1,1,1,1
glm-4,2138,Rust,JavaScript,5,1,1,1,1,1
glm-4,2138,Rust,Python3,5,1,1,1,1,1
glm-4,2140,C,C#,5,1,1,1,1,1
glm-4,2140,C,C++,5,1,1,1,1,1
glm-4,2140,C,Golang,5,1,1,1,1,1
glm-4,2140,C,Java,5,1,1,1,1,1
glm-4,2140,C,JavaScript,5,1,1,1,1,1
glm-4,2140,C,Python3,5,1,1,1,1,1
glm-4,2140,C,Rust,5,1,1,1,1,1
glm-4,2140,C#,C,5,1,1,1,1,1
glm-4,2140,C#,C++,5,1,1,1,1,1
glm-4,2140,C#,Golang,5,1,1,1,1,1
glm-4,2140,C#,Java,5,1,1,1,1,1
glm-4,2140,C#,JavaScript,5,1,1,1,1,1
glm-4,2140,C#,Python3,5,1,1,1,1,1
glm-4,2140,C#,Rust,5,1,1,1,1,1
glm-4,2140,C++,C,5,0,1,1,1,1
glm-4,2140,C++,C#,5,1,1,1,1,1
glm-4,2140,C++,Golang,5,1,1,1,1,1
glm-4,2140,C++,Java,5,1,1,1,1,1
glm-4,2140,C++,JavaScript,5,1,1,1,1,1
glm-4,2140,C++,Python3,5,1,1,1,1,1
glm-4,2140,C++,Rust,5,1,1,1,1,1
glm-4,2140,Golang,C,5,1,1,1,1,1
glm-4,2140,Golang,C#,5,1,1,1,1,1
glm-4,2140,Golang,C++,5,1,1,1,1,1
glm-4,2140,Golang,Java,5,1,1,1,1,1
glm-4,2140,Golang,JavaScript,5,1,1,1,1,1
glm-4,2140,Golang,Python3,5,1,1,1,1,1
glm-4,2140,Golang,Rust,5,1,1,1,1,1
glm-4,2140,Java,C,5,1,1,1,1,1
glm-4,2140,Java,C#,5,1,1,1,1,1
glm-4,2140,Java,C++,5,1,1,1,1,1
glm-4,2140,Java,Golang,5,1,1,1,1,1
glm-4,2140,Java,JavaScript,5,1,1,1,1,1
glm-4,2140,Java,Python3,5,1,1,1,1,1
glm-4,2140,Java,Rust,5,1,1,1,1,1
glm-4,2140,JavaScript,C,5,1,1,1,1,1
glm-4,2140,JavaScript,C#,5,1,1,1,1,1
glm-4,2140,JavaScript,C++,5,1,1,1,1,1
glm-4,2140,JavaScript,Golang,5,0,1,1,1,1
glm-4,2140,JavaScript,Java,5,1,1,1,1,1
glm-4,2140,JavaScript,Python3,5,1,1,1,1,1
glm-4,2140,JavaScript,Rust,5,1,1,1,1,1
glm-4,2140,Python3,C,5,1,1,1,1,1
glm-4,2140,Python3,C#,5,1,1,1,1,1
glm-4,2140,Python3,C++,5,1,1,1,1,1
glm-4,2140,Python3,Golang,5,0,1,1,1,1
glm-4,2140,Python3,Java,5,1,1,1,1,1
glm-4,2140,Python3,JavaScript,5,1,1,1,1,1
glm-4,2140,Python3,Rust,5,1,1,1,1,1
glm-4,2140,Rust,C,5,1,1,1,1,1
glm-4,2140,Rust,C#,5,1,1,1,1,1
glm-4,2140,Rust,C++,5,1,1,1,1,1
glm-4,2140,Rust,Golang,5,1,1,1,1,1
glm-4,2140,Rust,Java,5,1,1,1,1,1
glm-4,2140,Rust,JavaScript,5,1,1,1,1,1
glm-4,2140,Rust,Python3,5,1,1,1,1,1
glm-4,2145,C,C#,5,0,1,1,1,1
glm-4,2145,C,C++,5,0,0,1,1,1
glm-4,2145,C,Golang,5,0,1,1,1,1
glm-4,2145,C,Java,5,1,1,1,1,1
glm-4,2145,C,JavaScript,5,0,0,0,1,1
glm-4,2145,C,Python3,5,1,1,1,1,1
glm-4,2145,C,Rust,5,1,1,1,1,1
glm-4,2145,C#,C,5,1,1,1,1,1
glm-4,2145,C#,C++,5,0,1,1,1,1
glm-4,2145,C#,Golang,5,1,1,1,1,1
glm-4,2145,C#,Java,5,0,0,0,0,0
glm-4,2145,C#,JavaScript,5,1,1,1,1,1
glm-4,2145,C#,Python3,5,1,1,1,1,1
glm-4,2145,C#,Rust,5,0,0,0,0,0
glm-4,2145,C++,C,5,1,1,1,1,1
glm-4,2145,C++,C#,5,0,1,1,1,1
glm-4,2145,C++,Golang,5,0,1,1,1,1
glm-4,2145,C++,Java,5,0,1,1,1,1
glm-4,2145,C++,JavaScript,5,1,1,1,1,1
glm-4,2145,C++,Python3,5,0,0,1,1,1
glm-4,2145,C++,Rust,5,1,1,1,1,1
glm-4,2145,Golang,C,5,0,1,1,1,1
glm-4,2145,Golang,C#,5,1,1,1,1,1
glm-4,2145,Golang,C++,5,0,0,1,1,1
glm-4,2145,Golang,Java,5,0,0,1,1,1
glm-4,2145,Golang,JavaScript,5,0,1,1,1,1
glm-4,2145,Golang,Python3,5,0,1,1,1,1
glm-4,2145,Golang,Rust,5,0,0,0,1,1
glm-4,2145,Java,C,5,1,1,1,1,1
glm-4,2145,Java,C#,5,0,0,1,1,1
glm-4,2145,Java,C++,5,0,0,0,0,0
glm-4,2145,Java,Golang,5,1,1,1,1,1
glm-4,2145,Java,JavaScript,5,0,1,1,1,1
glm-4,2145,Java,Python3,5,1,1,1,1,1
glm-4,2145,Java,Rust,5,1,1,1,1,1
glm-4,2145,JavaScript,C,5,0,0,1,1,1
glm-4,2145,JavaScript,C#,5,1,1,1,1,1
glm-4,2145,JavaScript,C++,5,1,1,1,1,1
glm-4,2145,JavaScript,Golang,5,1,1,1,1,1
glm-4,2145,JavaScript,Java,5,0,0,0,1,1
glm-4,2145,JavaScript,Python3,5,1,1,1,1,1
glm-4,2145,JavaScript,Rust,5,1,1,1,1,1
glm-4,2145,Python3,C,5,0,1,1,1,1
glm-4,2145,Python3,C#,5,0,0,1,1,1
glm-4,2145,Python3,C++,5,0,1,1,1,1
glm-4,2145,Python3,Golang,5,1,1,1,1,1
glm-4,2145,Python3,Java,5,1,1,1,1,1
glm-4,2145,Python3,JavaScript,5,0,0,0,1,1
glm-4,2145,Python3,Rust,5,0,1,1,1,1
glm-4,2145,Rust,C,5,1,1,1,1,1
glm-4,2145,Rust,C#,5,1,1,1,1,1
glm-4,2145,Rust,C++,5,0,0,0,0,0
glm-4,2145,Rust,Golang,5,0,0,1,1,1
glm-4,2145,Rust,Java,5,0,0,0,1,1
glm-4,2145,Rust,JavaScript,5,1,1,1,1,1
glm-4,2145,Rust,Python3,5,1,1,1,1,1
glm-4,2176,C,C#,5,1,1,1,1,1
glm-4,2176,C,C++,5,1,1,1,1,1
glm-4,2176,C,Golang,5,0,0,1,1,1
glm-4,2176,C,Java,5,1,1,1,1,1
glm-4,2176,C,JavaScript,5,1,1,1,1,1
glm-4,2176,C,Python3,5,1,1,1,1,1
glm-4,2176,C,Rust,5,1,1,1,1,1
glm-4,2176,C#,C,5,0,0,0,0,0
glm-4,2176,C#,C++,5,1,1,1,1,1
glm-4,2176,C#,Golang,5,1,1,1,1,1
glm-4,2176,C#,Java,5,1,1,1,1,1
glm-4,2176,C#,JavaScript,5,1,1,1,1,1
glm-4,2176,C#,Python3,5,0,1,1,1,1
glm-4,2176,C#,Rust,5,0,1,1,1,1
glm-4,2176,C++,C,5,0,0,0,0,0
glm-4,2176,C++,C#,5,1,1,1,1,1
glm-4,2176,C++,Golang,5,1,1,1,1,1
glm-4,2176,C++,Java,5,1,1,1,1,1
glm-4,2176,C++,JavaScript,5,1,1,1,1,1
glm-4,2176,C++,Python3,5,0,0,0,0,1
glm-4,2176,C++,Rust,5,0,0,1,1,1
glm-4,2176,Golang,C,5,0,0,0,0,0
glm-4,2176,Golang,C#,5,1,1,1,1,1
glm-4,2176,Golang,C++,5,1,1,1,1,1
glm-4,2176,Golang,Java,5,0,0,1,1,1
glm-4,2176,Golang,JavaScript,5,1,1,1,1,1
glm-4,2176,Golang,Python3,5,0,0,0,0,0
glm-4,2176,Golang,Rust,5,0,0,0,1,1
glm-4,2176,Java,C,5,0,0,0,0,0
glm-4,2176,Java,C#,5,1,1,1,1,1
glm-4,2176,Java,C++,5,1,1,1,1,1
glm-4,2176,Java,Golang,5,0,0,1,1,1
glm-4,2176,Java,JavaScript,5,0,1,1,1,1
glm-4,2176,Java,Python3,5,0,0,1,1,1
glm-4,2176,Java,Rust,5,0,0,0,0,1
glm-4,2176,JavaScript,C,5,0,0,0,0,0
glm-4,2176,JavaScript,C#,5,0,0,0,0,1
glm-4,2176,JavaScript,C++,5,1,1,1,1,1
glm-4,2176,JavaScript,Golang,5,1,1,1,1,1
glm-4,2176,JavaScript,Java,5,0,1,1,1,1
glm-4,2176,JavaScript,Python3,5,0,0,1,1,1
glm-4,2176,JavaScript,Rust,5,0,0,0,0,1
glm-4,2176,Python3,C,5,0,0,0,0,0
glm-4,2176,Python3,C#,5,1,1,1,1,1
glm-4,2176,Python3,C++,5,1,1,1,1,1
glm-4,2176,Python3,Golang,5,0,0,1,1,1
glm-4,2176,Python3,Java,5,1,1,1,1,1
glm-4,2176,Python3,JavaScript,5,0,1,1,1,1
glm-4,2176,Python3,Rust,5,0,0,0,1,1
glm-4,2176,Rust,C,5,0,0,0,0,0
glm-4,2176,Rust,C#,5,0,0,0,0,1
glm-4,2176,Rust,C++,5,1,1,1,1,1
glm-4,2176,Rust,Golang,5,0,1,1,1,1
glm-4,2176,Rust,Java,5,1,1,1,1,1
glm-4,2176,Rust,JavaScript,5,0,1,1,1,1
glm-4,2176,Rust,Python3,5,0,0,1,1,1
glm-4,2179,C,C#,5,0,0,0,0,1
glm-4,2179,C,C++,5,1,1,1,1,1
glm-4,2179,C,Golang,5,0,0,0,0,0
glm-4,2179,C,Java,5,0,1,1,1,1
glm-4,2179,C,JavaScript,5,0,0,0,0,0
glm-4,2179,C,Python3,5,0,0,0,1,1
glm-4,2179,C,Rust,5,0,0,0,0,1
glm-4,2179,C#,C,5,0,0,0,1,1
